"score","text","class"
-1,"kakanwil a yuspahruddin kemenkumham jateng kakanwil kemenkumham jateng serah remisi khusus idul fitri untuk warga bina","Negative"
0,"hari raya idul fitri rutan pekanbaru buka layan titip paket drive thru ","Neutral"
0,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo damping kasubsi y rusdin serah cara simbo","Neutral"
-1,"rt orang warga bina rutan pinrang kanwil kemenkumham sulsel dapat remisi khusus rk hari raya idul fitri tahun ","Negative"
5," mohon maaf lahir batin untuk semua kru main dan f yang raya idul fitri siap ke liga champion","Positive"
4,"rt di hari yang fitri ini mari kembal suci hati saling maaf dan saling asih selamat idul fitri h mau","Positive"
9,"siaga untuk andal pasok listrik agar masyarakat dapat ibadah dengan nyaman dan khidmatselamat idul fitri hmohon maaf lahir dan batin plnuiwntb idulfitri ","Positive"
5," hahaha ini sama kayak rumah nenek gue meski non muslim tetap ikut riweh kalo idul fitri bersih rumah nyiapin jajan thr bocil dll juga rame orang datang rumah salam an minta maaf malah kadang sama non muslim pun datang pula ","Positive"
-2," selamat idul fitri taqabbalallahu minna wa minkum maaf banyak salah lama ini ","Negative"
-2,"rt mari kita raih menang lisan serta sikap yang luput dari jaga buat salah dan dosa mohon buka pin","Negative"
5,"selamat hari raya idul fitri hminal aidin wal faidzin mohon maaf lahir dan batin semua love you all ","Positive"
5,"wn halo semua sungheuon mundane speaking selamat hari raya idul fitri bagi yang raya ya minal aidzin wal faidzin mohon maaf lahir dan batin ya kalau aku ada salah yang sengaja atau enggak mohon maaf semua moga kalian bahagia selalu","Positive"
5," congrats my boys dan selamat hari raya idul fitri bagi seluruh wannable yang raya mohon maaf lahir dan batin ya ","Positive"
4,"news brimob sulut personel satbrimobda sulut yang gabung dalam satgas ban ops ketupat samrat laksana aman di masjid dan tempat tempat laksana sholat ied hari raya idul fitri h brimob id humas korbrimob polri ","Positive"
4,"rt suasana sholat ied di alun alun kidul jogja sugeng riyadi selamat hari raya idul fitri h dulur jogja istimewa ","Positive"
2,"rt keluarga besar pesantren darul sama rifah pusat didik anak sholeh yatim dhuafa hidayatullah tapteng ","Positive"
0,"negara di eropa yang hari ini libur tanggal mei karena idul fitri albania makedonia utara turki azerbaijan kosovo bosnia herzegovina","Neutral"
-1,"banyak orang narapidana di provinsi jambi dapat urang hukum atau remisi khusus rk idul fitri tahun publisherstory ","Negative"
0,"wali kota palu idul fitri momentum erat tali silaturahim ","Neutral"
4,"selamat hari raya idul fitri hminal aidzin wal faidzinmohon maaf lahir batin ","Positive"
5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin ini cerita mau bagi bagi thr ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir batin","Positive"
4,"selamat hari raya idul fitri buat teman yang raya","Positive"
4," selamat hari raya idul fitri hmohon maaf lahir dan batin erickthohirsolusirakyat","Positive"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
4," amin selamat raya hari raya idul fitri ","Positive"
0," lebarantetapjagaprokes eidmubarakselamat hari raya idul fitri","Neutral"
5,"assalaamualaikum warohmatullohi wabarokaatuhdg sama mari kita saling maaf selamat idul fitri mohon maaf lahir dan batin ","Positive"
4," selamat idul fitri","Positive"
4," selamat hari raya idul fitri juga chika ","Positive"
4,"selamat idul fitri untuk semua yang raya ","Positive"
4," selamat hari raya idul fitri om minal aidin wal faidzin ","Positive"
1,"rt jika raga tak dapat buat jika mata tasanggup lihat maka ijinkanlah hati untuk mohon maaf lahir dan batin minal aidz","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4," selamat hari raya idul fitri","Positive"
0,"tahun baru sudah enggak dapat vibesnya sekarang idul fitri juga besok apalagi sobat","Neutral"
-1,"kakanwil a yuspahruddin kemenkumham jateng orang wbp rutan kebumen oleh remisi khusus hari raya idul fitri h","Negative"
0,"rt ","Neutral"
5," selamat idul fitri juga h mohon maaf lahir batin moga dapat banyak thr ","Positive"
4,"selamat hari raya idul fitri h dari keluarga bapak thoriq ","Positive"
5,"rt selamat raya hari raya idul fitri buat teman teman yang raya mohon maaf lahir batin with love madame saya hati","Positive"
2,"rt selamat hari raya idul fitri h jika lama ini asumsi banyak salah mohon buka pintu maaf yang besar besar","Positive"
11,"selamat hari raya idul fitri untuk saudara saudari yang raya moga penuh berkah di hari menang ini ","Positive"
0,"rt umat gereja katholik turut ucap dan doa bagi saudara i umat muslim yang tengah raya hari raya idul di","Neutral"
0,"raya idul fitri di rutan adek yasin hanya bisa bertemu keluarga via penggilan video ","Neutral"
8,"personil babinsa koramil metro kuat aman saat idul fitri h pada layan titip makan dan video call di lapas metro senin kumhampasti lapasmetropastiberkelas ","Positive"
14,"sedingin itu idul fitri sekarang dan dia hanya salah satu orang lain bukan keluarga yang langsung di chating happy eid sumpah benar rindu dia yang dulu apalagi posisi sekarang gue lagi kerja enggak ada cuti butuh banget suport dari orang yang di sayang eheee sabar ya ","Positive"
4," selamat idul fitri zea tunggu entar nya ","Positive"
5," selamat hari raya idul fitri kak tata mohon maaf lahir dan batin ","Positive"
1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama ","Positive"
5,"selamat idul fitri syawal hminal aidin wal faidzin mohon maaf lahir bathin mei ","Positive"
4,"kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fitri hijriah moga kita jadi golong orang takwa kumhampasti kumhamsulsel rutanpinrang ","Positive"
-1,"kakanwil a yuspahruddin kemenkumham jateng napi lapas bulu raya idul fitri bareng keluarga lewat video call","Negative"
4,"rt selamat hari raya idul fitri h taqabalallahu minna wa minkum taqabal ya kariim ","Positive"
8,"assalamualaikum wr wb di hari yang fitri ini semua wajah seri hati kembali bersih dan suci moga berkah senantiasa naung neger ini dan selamat serta sejahtera terus hampir selamat hari raya idul fitri syawal h ","Positive"
0,"rt iklan idul fitri djarum ","Neutral"
0,"rt ","Neutral"
0,"idul fitri saja gue kena ceminggg maff lahir batin yaac smwaa ","Neutral"
0,"selamat hari raya idul fitri htaqabballahu minna waminkum bekas ","Neutral"
2,"selamat hari raya idul fitri rip maaf wis tak maaf kok ","Positive"
4,"padahal aku cuma ucap mohon maaf lahir dan batin ya selamat hari raya idul fitri di balas chat panjang begini ","Positive"
4," azkiyyyyyyy selamat idul fitri juga ya mafin aku","Positive"
4,"cewek face revealminal aidzin wal faidzin ya selamat hari raya idul fitri bagi mutual aku yang raya sekira ada kata kata aku yang buat kalian singgung maaf yailysm sayanc ku ","Positive"
5,"rt pada hari yang fitri ini mari saling maaf dan buka lembar baru yang lebih baik segenap jajar sudah","Positive"
5,"selamat hari raya idul fitri h selamat libur dan kumpul sama keluarga mohon maaf lahir dan batin ya ","Positive"
10,"rt minal aidin wal faidzin mohon maaf lahir dan bathin selamat hari raya idul fitri h moga segala amal ibadah kita ada","Positive"
12,"waktu bertemu keluarga cinta kereta jayabayamudik nyaman naik kereta apiselamat hari raya idul fitri h kembalisilaturahmi keretaapi mudik idulfitri h ","Positive"
4," selamat hari raya idul fitri hmohon maaf lahir dan batin erickthohirsolusirakyat","Positive"
4,"yuk simak atur laksana ibadah salat idul fitri h dasar se menteri agama kena atur dalam laksana giat ibadah salat idul fitri h berik sejumlah atur untuk laksana tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitribagi sahabat sahabat tl tercintah ora et laboraberdoa sambil ngert ","Positive"
4,"selamat raya idul fitri buat yang merayakannnn ","Positive"
0,"rt aku ketika hari ini mayday dan besok idul fitri ","Neutral"
5,"minal aidzin wal faidzin mohon maaf lahir batin selamat raya idul fitri ","Positive"
4,"rt selamat hari raya idul fitri hwaktu alir bagai airramadhan suci telah berakhirsuara syahdu lantun takbir","Positive"
9,"rt setelah sholat ied tetangga selalu antar makan khas lebaran selamat idul fitri h mohon maaf lahir dan bathin","Positive"
-1,"kakanwil a yuspahruddin kemenkumham jateng orang warga bina rutan kebumen oleh remisi khusus hari raya idul fitri h karut orang langsung bebas","Negative"
4," selamat hari raya idul fitri untuk om dan keluarga","Positive"
5,"orang pada cantik ya maka up idul fitri nya","Positive"
5,"rt taqabbalallahu minna wa minkum minal aidzin wal faidzin mohon maaf lahir dan batin selamat hari raya idul fitri h si","Positive"
4,"aman arus mudik di jabar jalan aman dan kondusif tugas bakal alih aman tempat wisata dan arus balik idul fitri hijriah ridwankamil ","Positive"
4,"rt selamat idul fitri bagi yang raya baur sana sama sodara jangan mojok main hape saja kamu kalo ditanya sendiria","Positive"
4,"selamat hari raya idul fitri buat yang raya","Positive"
5,"selamat hari raya idul fitri h minal aidzin wal faidzin mohon maaf lahir batin maaf atas salah buat atau lisan walau benar aku selalu benar kalau aku salah itu pasti kamu yang mulai duluanhehe canda deng benar ini mah mohon maaf lahir batin ya ","Positive"
0,"masyaallah tabarakallah ribu jamaah sholat idul fitri di jis sama pak ","Neutral"
0,"beda peran ketika hari rayaidul fitri the dependable oldest sisternatal the bullyable youngest sister","Neutral"
1,"rt assalamualaikum wr wbselamat hari raya idul fitri hminal aidin walfaidzin mohon maaf lahir dan batin ","Positive"
1," min bagi thr ya pengin camera canon ini untuk simpan memori acara idul fitri moga untung amin ","Positive"
4,"selamat hari raya idul fitri hminal aidin wal faidzinmohon maaf lahir dan batin teman teman twitter ku ","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
4,"rt kami dari admin bts update ucap selamat hari raya idul fitri hijriahminal aidin wal faidzinmohon maaf lahir","Positive"
5,"rt selamat hari raya idul fitri dari seluruh staf dan doggo arknet kepada yang raya mohon maaf lahir dan batin sama","Positive"
0," selamat hari raya idul fitri kak maaf kalo ada salah ","Neutral"
0,"rt masyaallah sholat idul fitri masjid nabawi madinahini yang bikin pemimpin negarabarat banyak yang islamophobia pers","Neutral"
0,"rt saat haru pak harto pimpin gema takbir di malam hari raya idul fitri ","Neutral"
4,"kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fitri hijriah moga kita jadi golong orang takwa kumhampasti kumhamsulsel rutanpinrang ","Positive"
0,"kakanwil a yuspahruddin kemenkumham jateng napi lapas semarang oleh remisi idul fitrikakanwil a yuspahruddin kemenkumham jateng napi di lapas kelas semarang oleh remisi antara langsung bebas","Neutral"
4,"rt selamat hari raya idul fitri h bagi teman teman yang raya taqabbalallahu minna wa minkum minal aidin wal faidzin ","Positive"
5,"rt selamat hari raya idul fitri kawan kawan semua minal aidin wal faidzin mohon maaf lahir dan batin ","Positive"
5,"taqabalallahu minna wa minkum selamat hari idul fitri hijriah moga allah terima amal ibadah kita dan ampun dosa kita ","Positive"
4," selamat hari raya idul fitri maaf lahir dan batin ","Positive"
3,"alhamdulillah tahun ini sholat idul fitri sudah boleh laku berjamaah laksana sama tetap harus laksana mulai dari laksana sholat idul fitri hingga dengan silaturrahmi sama kerabat tetapprokessaatlebaranbersama laksana sama ","Positive"
1,"rt takbir kumandang tanda menang telah datang mohon maaf atas semua salah taqabbalallahu minna wa minkum sama","Positive"
2," mirae marvelous party ver mirae marvelous academy ver younite youni birth aurora verselamat hari raya idul fitri kak ricky mohon maaf lahir batin","Positive"
0,"sambut hari raya idul fitri h lapas perempuan jakarta berik remisi kepada warga bina masyarakat ","Neutral"
-1,"shalat idul fitri h dan beri hak remisi khusus hari raya idul fitri lapas buka kelas iib nusakambangan kemenkumham jateng ","Negative"
0,"rt ","Neutral"
-2," selamat hari raya idul fitri kak ras minal aidin wal faidzinmohon maaf lahir bathinmaaf ya kalau lama ini aku ada salah kata en buat enjoy your holiday ","Negative"
5,"rt selamat hari raya idul fitri h mohon maaf lahir dan batin idulfitri believein persijajakarta ","Positive"
4,"selamat hari raya idul fitri ","Positive"
0," idul fitri open war","Neutral"
7,"rt selamat hari raya idul fitri h moga amal baik hati kita pada rakyat khusus di bulan romadho","Positive"
5,"mohon maaf lahir dan batin ya selamat hari raya idul fitri dari keluarga bu hj julaiha ","Positive"
0,"rt ramadhan dan idul fitri rupa momen lebih kita terus lanjut hidup yang sudah jadi tanggung jawab yang di","Neutral"
4,"selamat idul fitri untuk teman dan saudara ku mana pun ada moga sehat berlin saja berkah dan selalu dalam lindung tuhan ","Positive"
1,"rt takbir kumandang tanda menang telah datang mohon maaf atas semua salah minal aidin wal faidzin mohon sama","Positive"
4,"selamat hari raya idul fitri fren","Positive"
13,"semangat cinta kasih dan saling toleransi pada sama kamat idul fitri sahabat ","Positive"
4,"rt selamat raya hari raya idul fitri hijriyah semua lagi lagi tidak ada maaf bagi para tuan tanah korpor","Positive"
5,"buat semua teman teman yang raya selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
0,"kakanwil a yuspahruddin kemenkumham jateng berkah idul fitri warga bina rutan kudus kemenkumham jateng terima remisi napi lapas semarang terima remisi lebaran orang langsung bebas","Neutral"
2,"taqobballahuminna wa minkum taqobbal ya kariim tak sedikit kata yang t luka hati dan tak sedikit tingkah diri yang t kecewa di hari yang fitri ini izin saya minta maaf yang besar besar selamat hari raya idul fitri h mohon maaf lahir dan batin","Positive"
0," urus rayon dakwah taqabbalallahu minna wa minkum shiyamana wa shiyamakum kulla amin wa antum bikhoirselamat hari raya idul fitri syawal hmohon maaf lahir dan batin idulfitri h eidmubarak pmiikece pmii ","Neutral"
5,"selamat hari raya idul fitri mohon maaf lahir dan bathin karena sering sambat di timeline selamat lebaran dan selamat libur ","Positive"
-1,"kakanwil a yuspahruddin kemenkumham jateng lebaran idul fitri napi rutan kebumen dapat remisi khusus","Negative"
12,"selamat hari raya idul fitri h lebaran tahun ini kita wajib patuh protokol sehat dengan laksana sama dan tetap waspada karena covid belum penuh hilang tetapprokessaatlebaranbersama laksana sama ","Positive"
0," kata kalo orang jawa begitu ya lebaran ketupat h idul fitri","Neutral"
4,"pada hari senin tanggal mei pukul wib si ada selesai babinsa desa kedungwaduk sertu jumanto laksana aman sholat idul fitri di di lapang ds kedungwaduk c karangmalang kab sragen ","Positive"
-1," wbp lapas perempuan medan kanwil kemenkumham sumut terima remisi khusus idul fitri kumhamsemakinpasti kemekumhamsumut sholatied lebaran humaslaperdan laperdanbersemangat ","Negative"
